system:index,sst,.geo
20171025_0,-81,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171026_0,-83,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171027_0,-84,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171028_0,-86,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171029_0,-87,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171030_0,-88,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171031_0,-89,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171101_0,-91,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171102_0,-98,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171103_0,-106,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171104_0,-117,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171105_0,-128,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171106_0,-133,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171107_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171108_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171109_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171110_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171111_0,-135,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171112_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171113_0,-138,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171114_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171115_0,-147,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171116_0,-151,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171117_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171118_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171119_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171120_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171121_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171122_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171123_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171124_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171125_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171126_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171127_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171128_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171129_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171130_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171201_0,-158,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171202_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171203_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171204_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171205_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171206_0,-151,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171207_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171208_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171209_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171210_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171211_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171212_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171213_0,-151,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171214_0,-148,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171215_0,-145,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171216_0,-145,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171217_0,-145,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171218_0,-146,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171219_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171220_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171221_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171222_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171223_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171224_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171225_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171226_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171227_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171228_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171229_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171230_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20171231_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180101_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180102_0,-158,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180103_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180104_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180105_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180106_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180107_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180108_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180109_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180110_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180111_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180112_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180113_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180114_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180115_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180116_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180117_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180118_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180119_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180120_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180121_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180122_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180123_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180124_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180125_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180126_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180127_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180128_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180129_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180130_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180131_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180201_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180202_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180203_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180204_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180205_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180206_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180207_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180208_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180209_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180210_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180211_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180212_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180213_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180214_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180215_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180216_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180217_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180218_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180219_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180220_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180221_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180222_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180223_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180224_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180225_0,-115,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180226_0,-109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180227_0,-108,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180228_0,-107,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180301_0,-109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180302_0,-112,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180303_0,-116,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180304_0,-124,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180305_0,-130,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180306_0,-135,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180307_0,-144,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180308_0,-149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180309_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180310_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180311_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180312_0,-164,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180313_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180314_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180315_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180316_0,-164,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180317_0,-163,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180318_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180319_0,-156,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180320_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180321_0,-151,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180322_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180323_0,-153,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180324_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180325_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180326_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180327_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180328_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180329_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180330_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180331_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180401_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180402_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180403_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180404_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180405_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180406_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180407_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180408_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180409_0,-179,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180410_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180411_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180412_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180413_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180414_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180415_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180416_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180417_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180418_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180419_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180420_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180421_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180422_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180423_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180424_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180425_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180426_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180427_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180428_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180429_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180430_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180501_0,-178,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180502_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180503_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180504_0,-163,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180505_0,-148,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180506_0,-139,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180507_0,-137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180508_0,-139,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180509_0,-149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180510_0,-163,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180511_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180512_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180513_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180514_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180515_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180516_0,-154,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180517_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180518_0,-130,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180519_0,-128,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180520_0,-129,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180521_0,-131,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180522_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180523_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180524_0,-144,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180525_0,-147,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180526_0,-148,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180527_0,-148,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180528_0,-147,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180529_0,-146,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180530_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180531_0,-132,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180601_0,-128,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180602_0,-128,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180603_0,-127,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180604_0,-126,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180605_0,-123,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180606_0,-118,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180607_0,-111,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180608_0,-102,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180609_0,-96,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180610_0,-90,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180611_0,-81,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180612_0,-76,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180613_0,-73,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180614_0,-73,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180615_0,-73,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180616_0,-73,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180617_0,-74,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180618_0,-75,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180619_0,-78,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180620_0,-80,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180621_0,-80,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180622_0,-78,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180623_0,-74,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180624_0,-71,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180625_0,-68,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180626_0,-62,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180627_0,-59,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180628_0,-56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180629_0,-52,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180630_0,-46,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180701_0,-38,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180702_0,-31,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180703_0,-26,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180704_0,-22,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180705_0,-16,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180706_0,-10,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180707_0,4,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180708_0,23,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180709_0,35,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180710_0,66,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180711_0,74,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180712_0,81,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180713_0,87,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180714_0,110,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180715_0,102,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180716_0,73,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180717_0,51,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180718_0,46,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180719_0,46,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180720_0,76,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180721_0,64,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180722_0,48,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180723_0,46,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180724_0,46,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180725_0,45,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180726_0,41,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180727_0,39,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180728_0,41,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180729_0,67,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180730_0,54,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180731_0,42,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180801_0,41,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180802_0,42,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180803_0,44,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180804_0,49,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180805_0,52,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180806_0,56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180807_0,94,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180808_0,131,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180809_0,109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180810_0,91,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180811_0,125,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20180812_0,107,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
