system:index,sst,.geo
20160319_0,-128,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160320_0,-143,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160321_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160322_0,-158,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160323_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160324_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160325_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160326_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160327_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160328_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160329_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160330_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160331_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160401_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160402_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160403_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160404_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160405_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160406_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160407_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160408_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160409_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160410_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160411_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160412_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160413_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160414_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160415_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160416_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160417_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160418_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160419_0,-149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160420_0,-148,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160421_0,-149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160422_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160423_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160424_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160425_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160426_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160427_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160428_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160429_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160430_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160501_0,-161,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160502_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160503_0,-144,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160504_0,-141,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160505_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160506_0,-138,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160507_0,-137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160508_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160509_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160510_0,-133,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160511_0,-126,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160512_0,-122,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160513_0,-118,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160514_0,-113,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160515_0,-112,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160516_0,-113,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160517_0,-115,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160518_0,-123,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160519_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160520_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160521_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160522_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160523_0,-141,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160524_0,-135,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160525_0,-125,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160526_0,-118,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160527_0,-116,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160528_0,-116,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160529_0,-116,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160530_0,-117,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160531_0,-119,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160601_0,-121,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160602_0,-124,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160603_0,-123,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160604_0,-118,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160605_0,-113,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160606_0,-105,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160607_0,-98,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160608_0,-90,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160609_0,-84,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160610_0,-80,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160611_0,-77,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160612_0,-71,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160613_0,-64,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160614_0,-53,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160615_0,-41,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160616_0,-32,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160617_0,-29,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160618_0,-26,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160619_0,-18,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160620_0,-9,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160621_0,-3,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160622_0,-9,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160623_0,1,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160624_0,9,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160625_0,12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160626_0,12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160627_0,12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160628_0,12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160629_0,16,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160630_0,22,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160701_0,26,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160702_0,28,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160703_0,31,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160704_0,36,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160705_0,42,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160706_0,47,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160707_0,48,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160708_0,51,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160709_0,56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160710_0,55,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160711_0,56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160712_0,56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160713_0,55,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160714_0,60,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160715_0,63,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160716_0,82,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160717_0,64,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160718_0,35,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160719_0,34,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160720_0,48,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160721_0,66,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160722_0,90,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160723_0,85,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160724_0,87,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160725_0,107,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160726_0,103,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160727_0,100,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160728_0,140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160729_0,139,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160730_0,119,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160731_0,137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160801_0,175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160802_0,207,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160803_0,182,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160804_0,177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160805_0,132,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160806_0,155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160807_0,122,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160808_0,104,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160809_0,107,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160810_0,103,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160811_0,97,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160812_0,90,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160813_0,85,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160814_0,98,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160815_0,110,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160816_0,110,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160817_0,109,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160818_0,86,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160819_0,90,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160820_0,67,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160821_0,104,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160822_0,99,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160823_0,70,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160824_0,72,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160825_0,78,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160826_0,70,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160827_0,62,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160828_0,56,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160829_0,27,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160830_0,35,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160831_0,27,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160901_0,15,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160902_0,13,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160903_0,-22,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160904_0,-11,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160905_0,-12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160906_0,-37,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160907_0,-22,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160908_0,-19,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160909_0,-17,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160910_0,-11,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160911_0,-4,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160912_0,-2,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160913_0,-3,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160914_0,-12,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160915_0,-16,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160916_0,-14,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160917_0,-24,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160918_0,-18,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160919_0,-17,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160920_0,-20,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160921_0,-23,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160922_0,-27,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160923_0,-32,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160924_0,-36,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160925_0,-47,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160926_0,-71,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160927_0,-89,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160928_0,-102,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160929_0,-113,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20160930_0,-124,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161001_0,-130,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161002_0,-134,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161003_0,-137,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161004_0,-138,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161005_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161006_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161007_0,-141,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161008_0,-145,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161009_0,-149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161010_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161011_0,-159,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161012_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161013_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161014_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161015_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161016_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161017_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161018_0,-168,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161019_0,-165,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161020_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161021_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161022_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161023_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161024_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161025_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161026_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161027_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161028_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161029_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161030_0,-169,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161031_0,-167,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161101_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161102_0,-164,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161103_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161104_0,-155,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161105_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161106_0,-131,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161107_0,-131,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161108_0,-132,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161109_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161110_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161111_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161112_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161113_0,-141,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161114_0,-139,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161115_0,-132,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161116_0,-126,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161117_0,-111,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161118_0,-103,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161119_0,-102,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161120_0,-103,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161121_0,-107,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161122_0,-112,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161123_0,-116,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161124_0,-123,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161125_0,-130,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161126_0,-136,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161127_0,-139,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161128_0,-140,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161129_0,-142,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161130_0,-144,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161201_0,-145,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161202_0,-147,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161203_0,-149,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161204_0,-150,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161205_0,-152,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161206_0,-157,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161207_0,-160,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161208_0,-162,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161209_0,-166,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161210_0,-170,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161211_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161212_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161213_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161214_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161215_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161216_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161217_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161218_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161219_0,-173,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161220_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161221_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161222_0,-171,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161223_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161224_0,-172,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161225_0,-174,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161226_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161227_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161228_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161229_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161230_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20161231_0,-175,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170101_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170102_0,-176,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170103_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
20170104_0,-177,"{""type"":""Point"",""coordinates"":[-11.31474361021219,80.10114899435106]}"
