"","system.index","HH","OBJECTID","ORIG_FID","Shape_Leng","flowid","newID","pid",".geo","HHbinary","cumHH"
"142112","3_00009d0f2a1fc34773a7",-11.0386419296265,39695,200,37923.3479584,200,3,93,"{""type"":""Point"",""coordinates"":[-19.293811120543836,79.57528386457585]}",1,196
"142115","3_000083110480ae7699f2",-6.04817867279053,39696,200,37923.3479584,200,3,94,"{""type"":""Point"",""coordinates"":[-19.29600633751704,79.5735725547898]}",1,192
"142119","3_0000ff4b5cb270027628",-12.1148366928101,39697,200,37923.3479584,200,3,95,"{""type"":""Point"",""coordinates"":[-19.298049868530615,79.57191848573363]}",1,194
"142117","3_000079e0838ab2a5a63f",-10.3299932479858,39698,200,37923.3479584,200,3,96,"{""type"":""Point"",""coordinates"":[-19.30009275329941,79.57026440102631]}",1,194
"142116","3_0000b0cb94e77d56ae0b",-12.4864025115967,39699,200,37923.3479584,200,3,97,"{""type"":""Point"",""coordinates"":[-19.30213499212477,79.56861030067364]}",1,196
"142747","3_000095f95b0acd32eb71",-10.2427730560303,39700,200,37923.3479584,200,3,98,"{""type"":""Point"",""coordinates"":[-19.3041765853078,79.56695618468156]}",1,196
"142746","3_00005314061df771f03b",-11.3799886703491,39701,200,37923.3479584,200,3,99,"{""type"":""Point"",""coordinates"":[-19.306217533149454,79.5653020530559]}",1,194
"142748","3_000091e99bae2c2594b3",-15.6165943145752,39702,200,37923.3479584,200,3,100,"{""type"":""Point"",""coordinates"":[-19.308176512455233,79.56360549931873]}",1,194
"142731","3_00008a32d15a3d1971ef",-13.9718990325928,39703,200,37923.3479584,200,3,101,"{""type"":""Point"",""coordinates"":[-19.310216175103733,79.56195133691207]}",1,196
"142750","3_0000e2fa74c993452aee",-12.1989135742188,39704,200,37923.3479584,200,3,102,"{""type"":""Point"",""coordinates"":[-19.3124872301725,79.56028229840477]}",1,198
"142760","3_0000fe9922bd35b59a6e",-12.0086345672607,39705,200,37923.3479584,200,3,103,"{""type"":""Point"",""coordinates"":[-19.31452556470105,79.55862810324199]}",1,198
"142761","3_000029ff448f183b2481",-11.3639879226685,39706,200,37923.3479584,200,3,104,"{""type"":""Point"",""coordinates"":[-19.316563255404375,79.55697389247526]}",1,200
"142762","3_00006926f240aa481f66",-12.1139812469482,39707,200,37923.3479584,200,3,105,"{""type"":""Point"",""coordinates"":[-19.318600302582297,79.55531966611045]}",1,200
"142772","3_0000eedb492440b38a65",-15.5312576293945,39708,200,37923.3479584,200,3,106,"{""type"":""Point"",""coordinates"":[-19.320555410419658,79.55362302051638]}",1,200
"142770","3_00002ce3d3701ac9465d",-14.3835620880127,39709,200,37923.3479584,200,3,107,"{""type"":""Point"",""coordinates"":[-19.322591176041406,79.5519687634407]}",1,200
"142768","3_00000074610a1ed7d70d",-13.3686857223511,39710,200,37923.3479584,200,3,108,"{""type"":""Point"",""coordinates"":[-19.324626299037515,79.5503144907843]}",1,200
"142767","3_0000796647c3c1c68bb0",-11.4289865493774,39711,200,37923.3479584,200,3,109,"{""type"":""Point"",""coordinates"":[-19.326892538549767,79.5486453312583]}",1,200
"142764","3_00004cac876c35f1f231",-13.2059679031372,39712,200,37923.3479584,200,3,110,"{""type"":""Point"",""coordinates"":[-19.328926337738217,79.54699102593156]}",1,200
"142831","3_0000f1739c7a238540ef",-13.8550939559937,39713,200,37923.3479584,200,3,111,"{""type"":""Point"",""coordinates"":[-19.33095949521056,79.54533670504208]}",1,200
"142832","3_0000e4f58d42c007e18a",-12.4874134063721,39714,200,37923.3479584,200,3,112,"{""type"":""Point"",""coordinates"":[-19.332910742581706,79.54363996780107]}",1,200
"142852","3_0000b83db69ae483c25b",-12.5814456939697,39715,200,37923.3479584,200,3,113,"{""type"":""Point"",""coordinates"":[-19.334942622121428,79.54198561627058]}",1,200
"142844","3_0000b0fcb5f52edce82a",-13.076210975647,39716,200,37923.3479584,200,3,114,"{""type"":""Point"",""coordinates"":[-19.336973860841507,79.5403312491946]}",1,196
"142850","3_000025a6c88e72dd67e9",-14.353702545166,39717,200,37923.3479584,200,3,115,"{""type"":""Point"",""coordinates"":[-19.33900445903994,79.53867686657894]}",1,200
"142849","3_000081169ffb46d0d9d9",-11.9937009811401,39718,200,37923.3479584,200,3,116,"{""type"":""Point"",""coordinates"":[-19.34126589847405,79.53700758634876]}",1,200
"138625","3_000070fac5667261cc35",-13.4968280792236,39719,200,37923.3479584,200,3,117,"{""type"":""Point"",""coordinates"":[-19.343295177158716,79.53535317114827]}",1,200
"138632","3_000078789e3e8871d762",-12.8798379898071,39322,198,37730.8978557,198,3,118,"{""type"":""Point"",""coordinates"":[-19.35215271837346,79.53373562981072]}",1,198
"138624","3_0000e0e719063983ecc3",-17.6473903656006,39721,200,37923.3479584,200,3,119,"{""type"":""Point"",""coordinates"":[-19.347270579387423,79.53200189669734]}",1,200
"138640","3_0000cfa3b8af179fecca",-14.8591156005859,39722,200,37923.3479584,200,3,120,"{""type"":""Point"",""coordinates"":[-19.349297944729386,79.53034743541504]}",1,198
"138622","3_000002e51a3a744a2cbe",-13.571005821228,39723,200,37923.3479584,200,3,121,"{""type"":""Point"",""coordinates"":[-19.351324671347964,79.52869295862813]}",1,200
"138599","3_0000d8879256c8ba99e1",-13.0116949081421,39724,200,37923.3479584,200,3,122,"{""type"":""Point"",""coordinates"":[-19.3533507595399,79.52703846634238]}",1,198
"138605","3_0000a1353dc07ddd7f15",-12.2333545684814,39725,200,37923.3479584,200,3,123,"{""type"":""Point"",""coordinates"":[-19.355607414308615,79.5253690657211]}",1,198
"138606","3_00008571e89c46e43674",-15.7780227661133,39726,200,37923.3479584,200,3,124,"{""type"":""Point"",""coordinates"":[-19.357550973591444,79.52367214581247]}",1,198
"138616","3_00002c4805cad3c8bea1",-15.6152210235596,39727,200,37923.3479584,200,3,125,"{""type"":""Point"",""coordinates"":[-19.359575113640744,79.52201760601154]}",1,200
"138621","3_0000a93f790c0f28f01e",-13.845329284668,39728,200,37923.3479584,200,3,126,"{""type"":""Point"",""coordinates"":[-19.361598616462523,79.52036305073524]}",1,196
"138620","3_000075fb24ed61efb8e6",-12.8233518600464,39729,200,37923.3479584,200,3,127,"{""type"":""Point"",""coordinates"":[-19.36362148235258,79.51870847998927]}",1,198
"150266","3_0000fab39436b1aa0f58",-16.9203243255615,39730,200,37923.3479584,200,3,128,"{""type"":""Point"",""coordinates"":[-19.36564371160657,79.51705389377938]}",1,198
"150268","3_0000e872d3f0624d1ea2",-14.9056262969971,39731,200,37923.3479584,200,3,129,"{""type"":""Point"",""coordinates"":[-19.367665304519942,79.5153992921114]}",1,198
"150265","3_00000e3ca55c67af4d45",-16.4870281219482,39732,200,37923.3479584,200,3,130,"{""type"":""Point"",""coordinates"":[-19.369605076113405,79.51370228263747]}",1,196
"150279","3_0000111c0cd8b0ea5baa",-14.2032070159912,39733,200,37923.3479584,200,3,131,"{""type"":""Point"",""coordinates"":[-19.3718562904416,79.51203274549846]}",1,194
"150264","3_0000243e65e3b76c5ee6",-14.3984146118164,39734,200,37923.3479584,200,3,132,"{""type"":""Point"",""coordinates"":[-19.37387594156131,79.51037809643962]}",1,198
"150316","3_000064ab0aab237a945c",-16.1545696258545,39735,200,37923.3479584,200,3,133,"{""type"":""Point"",""coordinates"":[-19.375894957534413,79.50872343194597]}",1,196
"150317","3_000044964e16ae72054e",-16.2940979003906,39338,198,37730.8978557,198,3,134,"{""type"":""Point"",""coordinates"":[-19.385049859758382,79.50727448525183]}",1,194
"150320","3_0000f5c369827f2bb6a7",-13.1123208999634,39737,200,37923.3479584,200,3,135,"{""type"":""Point"",""coordinates"":[-19.379931085218786,79.50541405667704]}",1,196
"150330","3_00004c90518ddb1c1c23",-18.100025177002,39738,200,37923.3479584,200,3,136,"{""type"":""Point"",""coordinates"":[-19.381867039871874,79.50371695638441]}",1,190
"150331","3_0000672fb70d5be7e6ac",-16.3808193206787,39739,200,37923.3479584,200,3,137,"{""type"":""Point"",""coordinates"":[-19.383883522838325,79.50206223067283]}",1,192
"150415","3_00009c0a34338da78082",-16.9642009735107,39143,197,37634.7346886,197,3,138,"{""type"":""Point"",""coordinates"":[-19.396678914730256,79.50075814176483]}",1,193
"150412","3_0000c2fd53294f8d75fa",-16.6295280456543,39741,200,37923.3479584,200,3,139,"{""type"":""Point"",""coordinates"":[-19.38814516213435,79.49873781577672]}",1,196
"150334","3_000060c447da0aff35c2",-15.6258659362793,39742,200,37923.3479584,200,3,140,"{""type"":""Point"",""coordinates"":[-19.390159705887868,79.49708304235139]}",1,192
"150336","3_0000e273270bf419f8b8",-17.9953517913818,39743,200,37923.3479584,200,3,141,"{""type"":""Point"",""coordinates"":[-19.39217361686009,79.49542825353734]}",1,192
"150344","3_0000135e0f4e31ccffd2",-17.1448307037354,39744,200,37923.3479584,200,3,142,"{""type"":""Point"",""coordinates"":[-19.39410576537371,79.49373106263165]}",1,192
"150345","3_0000dde6f5b7da787eca",-16.3753414154053,39745,200,37923.3479584,200,3,143,"{""type"":""Point"",""coordinates"":[-19.396118416306503,79.49207624352061]}",1,190
"150852","3_000001185ccc21043f89",-16.6847248077393,39746,200,37923.3479584,200,3,144,"{""type"":""Point"",""coordinates"":[-19.398130435338107,79.49042140903776]}",1,190
"150847","3_00005f6037cd2169c7b6",-17.0626945495605,39747,200,37923.3479584,200,3,145,"{""type"":""Point"",""coordinates"":[-19.40037216115465,79.48875163275473]}",1,194
"150846","3_00005e5f0cbdc74f6ce9",-15.944429397583,39748,200,37923.3479584,200,3,146,"{""type"":""Point"",""coordinates"":[-19.402382878266703,79.48709676603643]}",1,194
"150842","3_0000ad8c4d9d88c54fd6",-17.287769317627,39749,200,37923.3479584,200,3,147,"{""type"":""Point"",""coordinates"":[-19.404392964367364,79.48544188396392]}",1,196
"150854","3_0000644ee88e4d5968ea",-17.7034568786621,39352,198,37730.8978557,198,3,148,"{""type"":""Point"",""coordinates"":[-19.413455792745694,79.4840917725686]}",1,188
"150856","3_000025c2e093d91a85a9",-17.3702602386475,39751,200,37923.3479584,200,3,149,"{""type"":""Point"",""coordinates"":[-19.408330147108277,79.48208969034857]}",1,192
"150802","3_0000c611ede7df58b8de",-18.4481811523438,39752,200,37923.3479584,200,3,150,"{""type"":""Point"",""coordinates"":[-19.410338346579387,79.48043476270982]}",1,184
"150857","3_0000763c02b22340785e",-16.0518760681152,39753,200,37923.3479584,200,3,151,"{""type"":""Point"",""coordinates"":[-19.4123459162075,79.47877981973927]}",1,192
"150858","3_0000211f9a42be6fbf3e",-17.3328113555908,39754,200,37923.3479584,200,3,152,"{""type"":""Point"",""coordinates"":[-19.414582920517407,79.47710992434574]}",1,190
"150865","3_00000556e7aec4e93507",-16.4987735748291,39755,200,37923.3479584,200,3,153,"{""type"":""Point"",""coordinates"":[-19.416589192426866,79.4754549492232]}",1,190
"150873","3_0000f4854f3e65c7c191",-15.7763109207153,39358,198,37730.8978557,198,3,154,"{""type"":""Point"",""coordinates"":[-19.425722993869616,79.47414685040185]}",1,188
"150901","3_00001596858c5bf348cb",-16.6502342224121,39757,200,37923.3479584,200,3,155,"{""type"":""Point"",""coordinates"":[-19.42051877985123,79.47210257242166]}",1,196
"150902","3_00003e3753bc83f352cc",-17.47314453125,39758,200,37923.3479584,200,3,156,"{""type"":""Point"",""coordinates"":[-19.42252317042276,79.4704475518351]}",1,196
"150903","3_0000541cb9b86e68b58b",-17.2493667602539,39759,200,37923.3479584,200,3,157,"{""type"":""Point"",""coordinates"":[-19.424526932910425,79.46879251595102]}",1,194
"150905","3_000012ffece0a60f50b0",-17.1775417327881,39760,200,37923.3479584,200,3,158,"{""type"":""Point"",""coordinates"":[-19.426530067604535,79.46713746477512]}",1,196
"150262","3_000023cd16649b3f5732",-11.5433530807495,39761,200,37923.3479584,200,3,159,"{""type"":""Point"",""coordinates"":[-19.42876236548872,79.46546745057682]}",1,196
"150260","3_00003f9b6cdc0f0f413d",-17.3787746429443,39762,200,37923.3479584,200,3,160,"{""type"":""Point"",""coordinates"":[-19.4306831599927,79.46376998905762]}",1,198
"153067","3_000027f156b339effda1",-17.4054622650146,39763,200,37923.3479584,200,3,161,"{""type"":""Point"",""coordinates"":[-19.432684378907126,79.46211489099957]}",1,196
"153069","3_00006437bc73fa761d6e",-14.3084554672241,39565,199,37827.1023839,199,3,162,"{""type"":""Point"",""coordinates"":[-19.438251501305224,79.46070410359633]}",1,197
"153079","3_0000e149e96444a618da",-16.8646411895752,39765,200,37923.3479584,200,3,163,"{""type"":""Point"",""coordinates"":[-19.436684937163868,79.4588046490821]}",1,200
"153078","3_0000e62863f6475c0e5c",-18.0285758972168,39766,200,37923.3479584,200,3,164,"{""type"":""Point"",""coordinates"":[-19.43868427708477,79.4571495052339]}",1,200
"153081","3_0000172d9feda4e27b79",-17.1622524261475,39767,200,37923.3479584,200,3,165,"{""type"":""Point"",""coordinates"":[-19.4406829912528,79.45549434613359]}",1,196
"153083","3_00008e9ac2410fff3035",-13.28395652771,39768,200,37923.3479584,200,3,166,"{""type"":""Point"",""coordinates"":[-19.442600061973277,79.45379679625559]}",1,196
"153121","3_0000d3fa2aa7f63c2289",-16.3334217071533,39769,200,37923.3479584,200,3,167,"{""type"":""Point"",""coordinates"":[-19.444827008412982,79.45212664733714]}",1,198
"153118","3_0000f9a271a936780749",-14.9597053527832,39770,200,37923.3479584,200,3,168,"{""type"":""Point"",""coordinates"":[-19.446823813012568,79.4504714414761]}",1,196
"153111","3_00004fb5819665bec28b",-17.3747310638428,39174,197,37634.7346886,197,3,169,"{""type"":""Point"",""coordinates"":[-19.45981973833802,79.44957599599142]}",1,193
"153113","3_0000c6d17be555378796",-18.0963325500488,39374,198,37730.8978557,198,3,170,"{""type"":""Point"",""coordinates"":[-19.458021587985566,79.44769160183722]}",1,194
"153122","3_0000eda87809eed26257",-15.4864559173584,39773,200,37923.3479584,200,3,171,"{""type"":""Point"",""coordinates"":[-19.452810480455057,79.44550573253893]}",1,196
"153140","3_0000c3dd9d968a32361d",-17.7244071960449,39774,200,37923.3479584,200,3,172,"{""type"":""Point"",""coordinates"":[-19.45472379837096,79.44380809306092]}",1,196
"153132","3_0000dcaaf1fc23c92e41",-14.2078294754028,38979,196,37538.6132004,196,3,173,"{""type"":""Point"",""coordinates"":[-19.47151541484969,79.44328336717606]}",1,196
"153125","3_0000713ec1b737e3f738",-15.7185497283936,39776,200,37923.3479584,200,3,174,"{""type"":""Point"",""coordinates"":[-19.458939759721996,79.4404825444947]}",1,200
"153247","3_0000d53e829b337f091d",-16.3209476470947,39777,200,37923.3479584,200,3,175,"{""type"":""Point"",""coordinates"":[-19.460932164327108,79.43882723110976]}",1,198
"153246","3_0000cc1589d481765c7e",-11.1945543289185,39778,200,37923.3479584,200,3,176,"{""type"":""Point"",""coordinates"":[-19.462923946374495,79.43717190253484]}",1,200
"153227","3_0000c6a00c4ee53f97eb",-15.0455503463745,39779,200,37923.3479584,200,3,177,"{""type"":""Point"",""coordinates"":[-19.464915106151103,79.43551655877543]}",1,200
"153245","3_0000993570d117771102",-14.7250452041626,39780,200,37923.3479584,200,3,178,"{""type"":""Point"",""coordinates"":[-19.466824681827667,79.4338188298981]}",1,200
"153244","3_000040aa82f0fcaffc68",-15.6606845855713,39781,200,37923.3479584,200,3,179,"{""type"":""Point"",""coordinates"":[-19.468814602612365,79.43216345624572]}",1,200
"153243","3_0000635705a67f0c115e",-11.4855928421021,39782,200,37923.3479584,200,3,180,"{""type"":""Point"",""coordinates"":[-19.470803901987257,79.43050806742541]}",1,200
"153242","3_0000887191a5314c7507",-9.46766948699951,39783,200,37923.3479584,200,3,181,"{""type"":""Point"",""coordinates"":[-19.47302151465695,79.42883768249752]}",1,200
"153251","3_0000511c08c263872111",-9.1430492401123,39784,200,37923.3479584,200,3,182,"{""type"":""Point"",""coordinates"":[-19.475009533527174,79.42718226186645]}",1,200
"153311","3_0000e590c2cd55981505",-11.3195009231567,39785,200,37923.3479584,200,3,183,"{""type"":""Point"",""coordinates"":[-19.476996931858153,79.4255268260846]}",1,200
"153310","3_0000098c94167ce46c01",-9.3439998626709,39786,200,37923.3479584,200,3,184,"{""type"":""Point"",""coordinates"":[-19.478902775821908,79.42382900800787]}",1,200
"153308","3_0000b93a55edf59f2bb2",-11.4705848693848,39787,200,37923.3479584,200,3,185,"{""type"":""Point"",""coordinates"":[-19.48088893862832,79.42217354239952]}",1,200
"153252","3_0000b631ae56e8fd6b73",-13.6117143630981,39788,200,37923.3479584,200,3,186,"{""type"":""Point"",""coordinates"":[-19.48287448175334,79.42051806165688]}",1,200
"153255","3_00008513574221a85e83",-11.5747337341309,39789,200,37923.3479584,200,3,187,"{""type"":""Point"",""coordinates"":[-19.48485940548214,79.4188625657855]}",1,200
"153256","3_0000d136b04d2b159b2e",-15.1563787460327,39790,200,37923.3479584,200,3,188,"{""type"":""Point"",""coordinates"":[-19.487072373527973,79.41719206330363]}",1,200
"153260","3_00009741f176d4f3fb97",-11.0240640640259,39791,200,37923.3479584,200,3,189,"{""type"":""Point"",""coordinates"":[-19.489056020862474,79.41553653570296]}",1,200
"153675","3_0000c0d193b09fabc082",-13.7438631057739,39792,200,37923.3479584,200,3,190,"{""type"":""Point"",""coordinates"":[-19.49095814360143,79.41383862862591]}",1,200
"153671","3_0000a22e9069bedb7535",-11.6594657897949,39793,200,37923.3479584,200,3,191,"{""type"":""Point"",""coordinates"":[-19.492940558866056,79.41218307126495]}",1,200
"153673","3_000076c2e2f3309eacbb",-12.3582143783569,39794,200,37923.3479584,200,3,192,"{""type"":""Point"",""coordinates"":[-19.49492235617139,79.41052749880316]}",1,200
"153674","3_0000628ae05b0dbf9b8a",-15.3554553985596,39795,200,37923.3479584,200,3,193,"{""type"":""Point"",""coordinates"":[-19.496903535801582,79.40887191124607]}",1,198
"153644","3_000013a2105de43677ca",-16.6804351806641,39796,200,37923.3479584,200,3,194,"{""type"":""Point"",""coordinates"":[-19.498884098040637,79.40721630859916]}",1,200
"153641","3_0000c1e68051449eda72",-15.9913644790649,39797,200,37923.3479584,200,3,195,"{""type"":""Point"",""coordinates"":[-19.500864043172363,79.40556069086796]}",1,200
"153638","3_000012adf0072d1d5e7d",-13.2883281707764,39798,200,37923.3479584,200,3,196,"{""type"":""Point"",""coordinates"":[-19.502990848184215,79.40384769298298]}",1,196
"153637","3_000060a9e52f51147da6",-15.0498170852661,39799,200,37923.3479584,200,3,197,"{""type"":""Point"",""coordinates"":[-19.504969526305633,79.40219204407194]}",1,190
"153676","3_0000604481ef86ea0d76",-17.7091178894043,39800,200,37923.3479584,200,3,198,"{""type"":""Point"",""coordinates"":[-19.5069475881836,79.40053638009343]}",1,188
"189467","4_00008d6afb7f2c6c8d33",-15.3201904296875,39005,197,37634.7346886,197,4,0,"{""type"":""Point"",""coordinates"":[-19.108214167869583,79.72834395464771]}",1,137
"189520","4_00007cf7ace18ecfe779",-16.4569053649902,37215,188,36771.1809278,188,4,1,"{""type"":""Point"",""coordinates"":[-19.13774079224743,79.722127946627]}",1,148
"189483","4_0000dbd2ba8c045756a6",-17.8945293426514,39604,200,37923.3479584,200,4,2,"{""type"":""Point"",""coordinates"":[-19.103435224191696,79.72654955991767]}",1,142
"189504","4_0000d497b785848277f2",-18.3138885498047,37814,191,37058.642289,191,4,3,"{""type"":""Point"",""coordinates"":[-19.132805532685236,79.72039115714182]}",1,155
"189731","4_0000228b6cb44e5dc924",-15.5672779083252,37815,191,37058.642289,191,4,4,"{""type"":""Point"",""coordinates"":[-19.13498616181581,79.71878080968393]}",1,149
"190058","4_0000bc445c15c223771c",-16.6600227355957,39209,198,37730.8978557,198,4,5,"{""type"":""Point"",""coordinates"":[-19.11576285545466,79.72059855440126]}",1,152
"190057","4_00004fe4553e470aa95e",-16.5100002288818,39608,200,37923.3479584,200,4,6,"{""type"":""Point"",""coordinates"":[-19.111768466622657,79.71989664857522]}",1,140
"189742","4_00008317b8f9ef82ee0f",-17.5424957275391,39012,197,37634.7346886,197,4,7,"{""type"":""Point"",""coordinates"":[-19.123248121743657,79.71680300702006]}",1,143
"189035","4_0000fc7923336b0f6b30",-17.0437240600586,32048,162,34336.758845,162,4,8,"{""type"":""Point"",""coordinates"":[-19.232499718939447,79.69844578365074]}",1,160
"189075","4_0000c2b483a947a21c43",-16.7783584594727,31452,159,34166.9003376,159,4,9,"{""type"":""Point"",""coordinates"":[-19.243930498984234,79.69548980347959]}",1,141
"189139","4_0000c190373c738b4d81",-17.2498550415039,31055,157,34053.9626067,157,4,10,"{""type"":""Point"",""coordinates"":[-19.252403134828956,79.69305254852712]}",1,137
"189089","4_00002abb9fd06e60edf0",-18.0536231994629,33245,168,34865.5286479,168,4,11,"{""type"":""Point"",""coordinates"":[-19.2208697498518,79.69679809733138]}",1,144
"189095","4_0000981e7e9ddfe22f26",-17.5949745178223,33047,167,34770.7694094,167,4,12,"{""type"":""Point"",""coordinates"":[-19.225996241136787,79.69481031060636]}",1,145
"189123","4_0000f33f68368324cad7",-12.850227355957,31854,161,34280.0794855,161,4,13,"{""type"":""Point"",""coordinates"":[-19.247007481675162,79.69053715404166]}",1,137
"189101","4_0000b5b730db304d0feb",-18.1637496948242,34044,172,35245.0855673,172,4,14,"{""type"":""Point"",""coordinates"":[-19.215223181558134,79.6940128338202]}",1,152
"188960","4_00002a6d257271c52ad8",-16.2746486663818,34642,175,35530.2875528,175,4,15,"{""type"":""Point"",""coordinates"":[-19.208043089916444,79.6938456757302]}",1,151
"188416","4_000048c0b95c35a4b084",-16.6098289489746,32255,163,34393.4976671,163,4,16,"{""type"":""Point"",""coordinates"":[-19.2472806094552,79.68699835431725]}",1,159
"189838","4_00000f3630140390bbda",-17.9504165649414,39420,199,37827.1023839,199,4,17,"{""type"":""Point"",""coordinates"":[-19.138285081801065,79.701169048864]}",1,173
"189869","4_0000c8e1f12f1d83ca5b",-17.8248653411865,39620,200,37923.3479584,200,4,18,"{""type"":""Point"",""coordinates"":[-19.137256330672926,79.69994937241427]}",1,166
"188940","4_0000f87631d29ae49859",-17.1096420288086,36437,184,36388.5263786,184,4,19,"{""type"":""Point"",""coordinates"":[-19.188967049912094,79.69147601042285]}",1,160
"188927","4_0000fea4a7986951cbb5",-16.8287620544434,36438,184,36388.5263786,184,4,20,"{""type"":""Point"",""coordinates"":[-19.1912146697995,79.68990767182636]}",1,146
"188216","4_0000292bee41024b0cd0",-17.4179515838623,31066,157,34053.9626067,157,4,21,"{""type"":""Point"",""coordinates"":[-19.277702001855072,79.67684454142548]}",1,137
"188064","4_0000858fe5ae4b745974",-18.2348308563232,30271,153,33828.8210624,153,4,22,"{""type"":""Point"",""coordinates"":[-19.29268554358275,79.67356457788445]}",1,149
"188851","4_0000d094789a6cb95cd3",-18.260684967041,35247,178,35815.9353517,178,4,23,"{""type"":""Point"",""coordinates"":[-19.216491104171865,79.68265661332839]}",1,150
"188071","4_0000c9387bfefc597d43",-18.1293144226074,30273,153,33828.8210624,153,4,24,"{""type"":""Point"",""coordinates"":[-19.2972348616885,79.67061084169424]}",1,141
"188674","4_0000050322819300aa4f",-18.3271102905273,34453,174,35435.1701575,174,4,25,"{""type"":""Point"",""coordinates"":[-19.23328238611646,79.67798257172257]}",1,148
"188696","4_0000784bbd431623f645",-16.5432891845703,36245,183,36292.9771156,183,4,26,"{""type"":""Point"",""coordinates"":[-19.207319807852002,79.6799509099689]}",1,155
"188001","4_0000c714e58c775e1fe8",-14.9033699035645,29878,151,33716.6221498,151,4,27,"{""type"":""Point"",""coordinates"":[-19.31054638276242,79.66538778758263]}",1,151
"188564","4_0000930cafe012d9017d",-17.2852096557617,33859,171,35150.1191846,171,4,28,"{""type"":""Point"",""coordinates"":[-19.249183233867228,79.67217311773793]}",1,145
"183265","4_000043429dbaafb88ccd",-17.1559982299805,28487,144,33325.9209052,144,4,29,"{""type"":""Point"",""coordinates"":[-19.337758934109175,79.65947111413134]}",1,138
"188612","4_0000695c62521d452fda",-16.2034568786621,35453,179,35911.2485162,179,4,30,"{""type"":""Point"",""coordinates"":[-19.228587727908153,79.67214010799711]}",1,163
"188145","4_0000e32202b9b85f7f37",-14.9221057891846,32867,166,34676.0630203,166,4,31,"{""type"":""Point"",""coordinates"":[-19.271772424563835,79.66574838758784]}",1,148
"188155","4_000037a89db6e7f36d1e",-17.0039367675781,34062,172,35245.0855673,172,4,32,"{""type"":""Point"",""coordinates"":[-19.254938055851277,79.66643184982837]}",1,138
"183234","4_000056aa7f82130da867",-17.9058303833008,30879,156,33997.5850247,156,4,33,"{""type"":""Point"",""coordinates"":[-19.308178798927038,79.65872993503326]}",1,146
"183060","4_000032f13b7086d94d0e",-17.8630504608154,34661,175,35530.2875528,175,4,34,"{""type"":""Point"",""coordinates"":[-19.249987344474125,79.6644126649082]}",1,153
"183093","4_0000355ee1f2cd27c6e0",-16.1333789825439,33667,170,35055.2039587,170,4,35,"{""type"":""Point"",""coordinates"":[-19.267867308649418,79.6611405551995]}",1,150
"182689","4_00008f2419f1c308ca8d",-15.6288528442383,39041,197,37634.7346886,197,4,36,"{""type"":""Point"",""coordinates"":[-19.184660320348737,79.66900736178478]}",1,149
"185727","4_000085cb1b111c548476",-16.6601276397705,29689,150,33660.6167438,150,4,37,"{""type"":""Point"",""coordinates"":[-19.337050197862354,79.65042137580988]}",1,146
"183138","4_0000939d11529e052eb6",-11.4316482543945,34466,174,35435.1701575,174,4,38,"{""type"":""Point"",""coordinates"":[-19.26187737197593,79.65790224959801]}",1,154
"183314","4_000072c48e1938d79b25",-14.0744171142578,30885,156,33997.5850247,156,4,39,"{""type"":""Point"",""coordinates"":[-19.321868309797537,79.6499101303051]}",1,140
"185712","4_0000084cd0752350d48d",-16.8698539733887,30289,153,33828.8210624,153,4,40,"{""type"":""Point"",""coordinates"":[-19.33402871253341,79.64723272039163]}",1,149
"183331","4_0000361ffee74f966267",-11.6402082443237,31086,157,34053.9626067,157,4,41,"{""type"":""Point"",""coordinates"":[-19.32321774199703,79.64734854154518]}",1,141
"185531","4_0000b7378df9f7ec4bc4",-12.9407968521118,27704,140,33127.8264478,140,4,42,"{""type"":""Point"",""coordinates"":[-19.382165695113613,79.63940437927356]}",1,130
"185504","4_00006c8685d7480473a8",-10.65221118927,27506,139,33111.0122073,139,4,43,"{""type"":""Point"",""coordinates"":[-19.388769285098597,79.6379350495718]}",1,135
"185517","4_000040fe03a711a465a5",-18.4034805297852,28104,142,33214.8724996,142,4,44,"{""type"":""Point"",""coordinates"":[-19.379842703280552,79.63712346895616]}",1,132
"185524","4_0000074cad4835014f3b",-18.2975616455078,28702,145,33381.5428299,145,4,45,"{""type"":""Point"",""coordinates"":[-19.37221915544783,79.63684776817435]}",1,143
"185628","4_0000e54fc81c4fe645fb",-17.0835723876953,30693,155,33941.2687027,155,4,46,"{""type"":""Point"",""coordinates"":[-19.341325296759763,79.63919736493756]}",1,135
"185622","4_00001080312289a8427d",-17.8579902648926,30495,154,33885.0139462,154,4,47,"{""type"":""Point"",""coordinates"":[-19.34696225904252,79.63736223193254]}",1,140
"185659","4_0000e9d3aee49879f5c0",-18.0729007720947,32088,162,34336.758845,162,4,48,"{""type"":""Point"",""coordinates"":[-19.32233725887254,79.6388818129605]}",1,142
"184008","4_00002b212a9444925abb",-17.8280258178711,31492,159,34166.9003376,159,4,49,"{""type"":""Point"",""coordinates"":[-19.334648636952576,79.63628915408883]}",1,133
"184009","4_000009bff095302050b3",-15.3543739318848,31891,161,34280.0794855,161,4,50,"{""type"":""Point"",""coordinates"":[-19.330274248555465,79.6355200258756]}",1,145
"184001","4_0000d03edc84e800f8d0",-17.3106803894043,32887,166,34676.0630203,166,4,51,"{""type"":""Point"",""coordinates"":[-19.31602754944097,79.63561693862655]}",1,152
