"","system.index","HH","OBJECTID","ORIG_FID","Shape_Leng","flowid","newID","pid",".geo","HHbinary","cumHH"
"30238","0_000019ca7604467f6374",-17.3601188659668,1593,9,27095.3433779,9,0,0,"{""type"":""Point"",""coordinates"":[-19.810812844406872,79.68155917365307]}",1,3
"30265","0_000087fad2da2d63dba9",-12.8658323287964,39603,200,37923.3479584,200,0,1,"{""type"":""Point"",""coordinates"":[-19.101329789160197,79.72820213434434]}",1,10
"30245","0_0000fecd687dd7e0cd7b",-16.942928314209,202,2,26941.9608091,2,0,2,"{""type"":""Point"",""coordinates"":[-19.844402432713526,79.67918036114163]}",1,0
"30220","0_0000721d344496c6fad3",-18.3249473571777,1596,9,27095.3433779,9,0,3,"{""type"":""Point"",""coordinates"":[-19.81766888212352,79.67810425116323]}",1,3
"30252","0_00007823cd6bf23a8680",-17.0064907073975,801,5,27007.6692325,5,0,4,"{""type"":""Point"",""coordinates"":[-19.836466497160842,79.67692737425637]}",1,1
"30261","0_00009414f2a5534a0a15",-18.4617443084717,6,1,26920.0670476,1,0,5,"{""type"":""Point"",""coordinates"":[-19.85549367132626,79.67573412183528]}",1,1
"8526","0_00007b3b4615c31c6047",-19.5442047119141,7,1,26920.0670476,1,0,6,"{""type"":""Point"",""coordinates"":[-19.857695335600585,79.67458725860018]}",-1,-1
"8525","0_0000fc974cdd546ec298",-16.5415515899658,207,2,26941.9608091,2,0,7,"{""type"":""Point"",""coordinates"":[-19.855733887525474,79.67347328102501]}",1,0
"8522","0_00001d7117ddc53300e1",-19.6577072143555,9,1,26920.0670476,1,0,8,"{""type"":""Point"",""coordinates"":[-19.86218164200402,79.6723357398545]}",-1,-1
"8520","0_00009d7f3c03bc6f0cb6",-21.3828125,10,1,26920.0670476,1,0,9,"{""type"":""Point"",""coordinates"":[-19.86438184355317,79.67118882687012]}",-1,-1
"8519","0_000025d18c326ac2db4c",-19.8434677124023,11,1,26920.0670476,1,0,10,"{""type"":""Point"",""coordinates"":[-19.86658155796049,79.67004189749409]}",-1,-1
"8518","0_0000a50c603e0a14efe2",-19.015552520752,12,1,26920.0670476,1,0,11,"{""type"":""Point"",""coordinates"":[-19.869014444941616,79.66887968147896]}",-1,-1
"8474","0_000069819ffab753f66c",-20.9556541442871,13,1,26920.0670476,1,0,12,"{""type"":""Point"",""coordinates"":[-19.871297596954278,79.66777497237142]}",-1,-1
"8473","0_0000931022a7cf8614dd",-20.6822853088379,14,1,26920.0670476,1,0,13,"{""type"":""Point"",""coordinates"":[-19.87349582138892,79.6666279916693]}",-1,-1
"8472","0_0000c4171b3d1e4e0920",-22.36328125,15,1,26920.0670476,1,0,14,"{""type"":""Point"",""coordinates"":[-19.875693559306836,79.6654809945957]}",-1,-1
"8462","0_0000ebd360523954afb6",-21.0684146881104,16,1,26920.0670476,1,0,15,"{""type"":""Point"",""coordinates"":[-19.877890810863033,79.6643339811554]}",-1,-1
"8461","0_00003240e1342dc5c2e5",-19.1199855804443,17,1,26920.0670476,1,0,16,"{""type"":""Point"",""coordinates"":[-19.88017201588236,79.66322920382424]}",-1,-1
"8457","0_0000a1ebe591caa60a16",-21.0223274230957,18,1,26920.0670476,1,0,17,"{""type"":""Point"",""coordinates"":[-19.882368294788563,79.6620821571209]}",-1,-1
"8355","0_0000e32be45b1c40e61b",-23.513313293457,19,1,26920.0670476,1,0,18,"{""type"":""Point"",""coordinates"":[-19.884797544740735,79.66091981207022]}",-1,-1
"8456","0_000060a179efaa43b01f",-22.0950508117676,20,1,26920.0670476,1,0,19,"{""type"":""Point"",""coordinates"":[-19.886992822945974,79.65977273103415]}",-1,-1
"8455","0_000008cae704615d5768",-19.785701751709,21,1,26920.0670476,1,0,20,"{""type"":""Point"",""coordinates"":[-19.889187615568055,79.65862563365631]}",-1,-1
"8446","0_00009310f78b49d1e320",-19.547758102417,22,1,26920.0670476,1,0,21,"{""type"":""Point"",""coordinates"":[-19.891466361966817,79.65752076960533]}",-1,-1
"8445","0_0000e4e906c81339ca41",-19.6951560974121,23,1,26920.0670476,1,0,22,"{""type"":""Point"",""coordinates"":[-19.893660183484016,79.65637363901448]}",-1,-1
"8443","0_0000660470bb986f4654",-20.2623882293701,24,1,26920.0670476,1,0,23,"{""type"":""Point"",""coordinates"":[-19.89585351987969,79.65522649209663]}",-1,-1
"8418","0_000038d0c29e41408c8a",-19.76589012146,25,1,26920.0670476,1,0,24,"{""type"":""Point"",""coordinates"":[-19.898046371308315,79.6540793288565]}",-1,-1
"8442","0_0000cfe0ba8807159725",-21.5333423614502,26,1,26920.0670476,1,0,25,"{""type"":""Point"",""coordinates"":[-19.90055643083537,79.65295910304319]}",-1,-1
"8440","0_00003d50e15414679ad2",-20.8296451568604,27,1,26920.0670476,1,0,26,"{""type"":""Point"",""coordinates"":[-19.902748283369263,79.65181190499841]}",-1,-1
"8435","0_0000dbf5cd7af1b2ebce",-20.9776382446289,28,1,26920.0670476,1,0,27,"{""type"":""Point"",""coordinates"":[-19.904939651403463,79.65066469064644]}",-1,-1
"8438","0_000006b3c07988e7ce76",-20.533540725708,29,1,26920.0670476,1,0,28,"{""type"":""Point"",""coordinates"":[-19.907130535092172,79.64951745999218]}",-1,-1
"8439","0_0000afe77c8b276a3c5c",-23.6137924194336,30,1,26920.0670476,1,0,29,"{""type"":""Point"",""coordinates"":[-19.90932093458956,79.64837021304051]}",-1,-1
"7767","0_0000674fca5a4776fc6e",-22.7290840148926,31,1,26920.0670476,1,0,30,"{""type"":""Point"",""coordinates"":[-19.91159528775417,79.64726519445607]}",-1,-1
"7773","0_0000966f88c9b475e2ea",-22.3588714599609,32,1,26920.0670476,1,0,31,"{""type"":""Point"",""coordinates"":[-19.914017799707246,79.6461026106461]}",-1,-1
"7766","0_0000389b7211e07b84db",-21.3210601806641,33,1,26920.0670476,1,0,32,"{""type"":""Point"",""coordinates"":[-19.916206718156598,79.64495531265905]}",-1,-1
"7758","0_0000b49a29db1232ae15",-20.0513877868652,34,1,26920.0670476,1,0,33,"{""type"":""Point"",""coordinates"":[-19.918395153034925,79.64380799839444]}",-1,-1
"7759","0_0000ce9583a292940055",-21.883228302002,35,1,26920.0670476,1,0,34,"{""type"":""Point"",""coordinates"":[-19.920667542009493,79.6427029102579]}",-1,-1
"7757","0_00006a96d141dd51a8c9",-18.4449768066406,36,1,26920.0670476,1,0,35,"{""type"":""Point"",""coordinates"":[-19.922855009776434,79.64155556290956]}",1,1
"7736","0_0000027ca721c3108b5b",-19.0778846740723,37,1,26920.0670476,1,0,36,"{""type"":""Point"",""coordinates"":[-19.925041994431584,79.6404081992983]}",-1,-1
"7737","0_0000098989b1e98e5cf0",-20.7421646118164,38,1,26920.0670476,1,0,37,"{""type"":""Point"",""coordinates"":[-19.92722849612861,79.63926081942891]}",-1,-1
"7756","0_000006603efc54b9fd5c",-21.5769367218018,39,1,26920.0670476,1,0,38,"{""type"":""Point"",""coordinates"":[-19.92964739327053,79.6380981079439]}",-1,-1
"7752","0_0000eb7fb9d6a54c4080",-19.1494789123535,40,1,26920.0670476,1,0,39,"{""type"":""Point"",""coordinates"":[-19.93191733742896,79.63699293354662]}",-1,-1
"7753","0_00000062a687f091ef1e",-21.3280982971191,41,1,26920.0670476,1,0,40,"{""type"":""Point"",""coordinates"":[-19.934102361808268,79.63584550276336]}",-1,-1
"7755","0_0000834ba5bf8f1c61f0",-22.4958744049072,42,1,26920.0670476,1,0,41,"{""type"":""Point"",""coordinates"":[-19.93628690384776,79.63469805574178]}",-1,-1
"7600","0_00004ea37563006be30c",-20.7304267883301,43,1,26920.0670476,1,0,42,"{""type"":""Point"",""coordinates"":[-19.93847096370079,79.63355059248673]}",-1,-1
"7596","0_00003cd4e993270dafe6",-23.2146129608154,44,1,26920.0670476,1,0,43,"{""type"":""Point"",""coordinates"":[-19.94073897727344,79.63244535040818]}",-1,-1
"7595","0_0000a54852281e9278fb",-21.393238067627,45,1,26920.0670476,1,0,44,"{""type"":""Point"",""coordinates"":[-19.942922072763118,79.63129785415819]}",-1,-1
"7592","0_0000a8444e30dafc972e",-22.148946762085,46,1,26920.0670476,1,0,45,"{""type"":""Point"",""coordinates"":[-19.945337363357673,79.63013501465608]}",-1,-1
"7593","0_000045dad4d50f610229",-20.6793594360352,47,1,26920.0670476,1,0,46,"{""type"":""Point"",""coordinates"":[-19.947519466657806,79.62898748434948]}",-1,-1
"7594","0_0000fa4ba2243a2a241f",-19.5147476196289,48,1,26920.0670476,1,0,47,"{""type"":""Point"",""coordinates"":[-19.94970108854159,79.62783993783398]}",-1,-1
"7560","0_00004e5d9f4cf49c8b9f",-21.5265254974365,49,1,26920.0670476,1,0,48,"{""type"":""Point"",""coordinates"":[-19.951966664147974,79.62673460972199]}",-1,-1
"7562","0_0000d4b99aab46e2953f",-22.711820602417,50,1,26920.0670476,1,0,49,"{""type"":""Point"",""coordinates"":[-19.954147323196867,79.62558703026099]}",-1,-1
"7563","0_0000edfa1d1b53b42f2d",-20.7783241271973,51,1,26920.0670476,1,0,50,"{""type"":""Point"",""coordinates"":[-19.956327501286054,79.62443943460566]}",-1,-1
"7559","0_00003dcc879941b1c452",-19.3055953979492,52,1,26920.0670476,1,0,51,"{""type"":""Point"",""coordinates"":[-19.958507198568316,79.62329182276082]}",-1,-1
"7557","0_0000404fa8b91cffb5c6",-21.9024314880371,53,1,26920.0670476,1,0,52,"{""type"":""Point"",""coordinates"":[-19.961003324737717,79.62217108846097]}",-1,-1
"7556","0_0000bdede9cbcde77239",-21.9828910827637,54,1,26920.0670476,1,0,53,"{""type"":""Point"",""coordinates"":[-19.96318203155435,79.62102344208859]}",-1,-1
"13788","0_0000a119d8fe488a3137",-20.6842231750488,55,1,26920.0670476,1,0,54,"{""type"":""Point"",""coordinates"":[-19.965360258026365,79.6198757795415]}",-1,-1
"13786","0_0000d22ae59e2f8b7d5f",-21.7176189422607,56,1,26920.0670476,1,0,55,"{""type"":""Point"",""coordinates"":[-19.967538004306306,79.61872810082451]}",-1,-1
"13789","0_00000c10765b431284ca",-21.0777320861816,57,1,26920.0670476,1,0,56,"{""type"":""Point"",""coordinates"":[-19.96971527054664,79.61758040594249]}",-1,-1
"7394","0_0000ae055578e94c1b9b",-21.3502044677734,58,1,26920.0670476,1,0,57,"{""type"":""Point"",""coordinates"":[-19.97197648984831,79.61647492452106]}",-1,-1
"7392","0_000092430a40686b53ee",-19.8525676727295,59,1,26920.0670476,1,0,58,"{""type"":""Point"",""coordinates"":[-19.974385098899518,79.615311848143]}",-1,-1
"7393","0_0000f0bf6cd0bfcbaaa4",-22.3893356323242,60,1,26920.0670476,1,0,59,"{""type"":""Point"",""coordinates"":[-19.9765608966508,79.61416410263438]}",-1,-1
"7383","0_00008817ec5d540bab05",-22.0481643676758,61,1,26920.0670476,1,0,60,"{""type"":""Point"",""coordinates"":[-19.97873621497608,79.6130163409803]}",-1,-1
"7380","0_0000076714f08595d760",-19.6714096069336,62,1,26920.0670476,1,0,61,"{""type"":""Point"",""coordinates"":[-19.980995486543712,79.61191079055507]}",-1,-1
"7381","0_0000f629a64d5e8da57e",-19.1991271972656,63,1,26920.0670476,1,0,62,"{""type"":""Point"",""coordinates"":[-19.98316984598459,79.61076299608327]}",-1,-1
"7377","0_0000dfa7db5a03a94097",-22.3289985656738,64,1,26920.0670476,1,0,63,"{""type"":""Point"",""coordinates"":[-19.985343726453728,79.60961518548044]}",-1,-1
"7395","0_00004acd4931f56b0737",-23.2557601928711,65,1,26920.0670476,1,0,64,"{""type"":""Point"",""coordinates"":[-19.987517128103132,79.60846735875143]}",-1,-1
"7333","0_0000a833d2246c50ffe2",-22.8093662261963,66,1,26920.0670476,1,0,65,"{""type"":""Point"",""coordinates"":[-19.989922152648102,79.60730415570607]}",-1,-1
"7329","0_0000cfa98a0164b30aed",-20.5767517089844,67,1,26920.0670476,1,0,66,"{""type"":""Point"",""coordinates"":[-19.992178999906546,79.60619851970112]}",-1,-1
"7327","0_0000a5cc1acd87df564e",-22.4012565612793,68,1,26920.0670476,1,0,67,"{""type"":""Point"",""coordinates"":[-19.99435093675711,79.60505064246554]}",-1,-1
"7324","0_000021d39900db37dc0e",-21.632209777832,69,1,26920.0670476,1,0,68,"{""type"":""Point"",""coordinates"":[-19.99652239539957,79.6039027491233]}",-1,-1
"7323","0_00003aeda4a2f1781953",-19.916862487793,70,1,26920.0670476,1,0,69,"{""type"":""Point"",""coordinates"":[-19.99869337598561,79.60275483967925]}",-1,-1
"7396","0_0000511f90c30dc4e777",-21.476203918457,71,1,26920.0670476,1,0,70,"{""type"":""Point"",""coordinates"":[-20.000948308890283,79.60164913652908]}",-1,-1
"7398","0_00008c2065290efc6420",-21.9668312072754,72,1,26920.0670476,1,0,71,"{""type"":""Point"",""coordinates"":[-20.003118333310344,79.60050119435495]}",-1,-1
"7397","0_00007a11d45603030ddb",-22.2438507080078,73,1,26920.0670476,1,0,72,"{""type"":""Point"",""coordinates"":[-20.00551978146468,79.59933786429907]}",-1,-1
"7404","0_000078caf7d25235426d",-22.9785232543945,74,1,26920.0670476,1,0,73,"{""type"":""Point"",""coordinates"":[-20.007688822115032,79.59818988834125]}",-1,-1
"7415","0_0000fa5a485167e2487b",-21.7690048217773,75,1,26920.0670476,1,0,74,"{""type"":""Point"",""coordinates"":[-20.009941815147087,79.59708411644918]}",-1,-1
"7417","0_0000be674f90999c36d7",-21.1555957794189,76,1,26920.0670476,1,0,75,"{""type"":""Point"",""coordinates"":[-20.012109900842987,79.59593610780063]}",-1,-1
"7418","0_00009170015e7f74207b",-23.8072166442871,77,1,26920.0670476,1,0,76,"{""type"":""Point"",""coordinates"":[-20.014277509544755,79.59478808308407]}",-1,-1
"7092","0_0000e7f9a1be4f350357",-23.1364440917969,78,1,26920.0670476,1,0,77,"{""type"":""Point"",""coordinates"":[-20.016444641403588,79.59364004230427]}",-1,-1
"7087","0_0000cde87602f07b55c7",-22.6655311584473,79,1,26920.0670476,1,0,78,"{""type"":""Point"",""coordinates"":[-20.018843025852707,79.59247660376371]}",-1,-1
"7088","0_00005dc97101f5c27303",-22.6089553833008,80,1,26920.0670476,1,0,79,"{""type"":""Point"",""coordinates"":[-20.021093604372158,79.59137074661722]}",-1,-1
"7086","0_00002df12a32fcbe0691",-20.4910469055176,81,1,26920.0670476,1,0,80,"{""type"":""Point"",""coordinates"":[-20.02325927741244,79.59022265552541]}",-1,-1
"7085","0_000092e0e26c57a8c0a3",-21.1118011474609,82,1,26920.0670476,1,0,81,"{""type"":""Point"",""coordinates"":[-20.02542447421824,79.58907454838983]}",-1,-1
"7084","0_0000c21e7826b77ff10d",-22.3782997131348,83,1,26920.0670476,1,0,82,"{""type"":""Point"",""coordinates"":[-20.02758919494045,79.58792642521513]}",-1,-1
"7420","0_000074ce06ad759290a7",-19.7668190002441,84,1,26920.0670476,1,0,83,"{""type"":""Point"",""coordinates"":[-20.029837866860436,79.58682050117943]}",-1,-1
"7421","0_0000c5894703b9d0275a",-18.9309864044189,85,1,26920.0670476,1,0,84,"{""type"":""Point"",""coordinates"":[-20.032001635332517,79.58567234540126]}",-1,-1
"7425","0_000078c02be0a2151cdd",-22.2344856262207,86,1,26920.0670476,1,0,85,"{""type"":""Point"",""coordinates"":[-20.03439645779771,79.584508780331]}",-1,-1
"7426","0_00003f03f2ebce767830",-23.5842723846436,87,1,26920.0670476,1,0,86,"{""type"":""Point"",""coordinates"":[-20.03655924652219,79.58336059089943]}",-1,-1
"7436","0_0000eda46b68874186a5",-21.7553958892822,88,1,26920.0670476,1,0,87,"{""type"":""Point"",""coordinates"":[-20.03872155992091,79.58221238545298]}",-1,-1
"7437","0_0000313a3a30d69c5b58",-22.0166473388672,89,1,26920.0670476,1,0,88,"{""type"":""Point"",""coordinates"":[-20.040967824070187,79.58110637638624]}",-1,-1
"7452","0_000013806e59c875ae2a",-21.3645839691162,90,1,26920.0670476,1,0,89,"{""type"":""Point"",""coordinates"":[-20.043129186722954,79.57995813838485]}",-1,-1
"7451","0_000043e9a83372d13fe1",-21.3890647888184,91,1,26920.0670476,1,0,90,"{""type"":""Point"",""coordinates"":[-20.045290074499295,79.5788098843829]}",-1,-1
"7450","0_0000ab9dddbc7a44288b",-15.2365169525146,92,1,26920.0670476,1,0,91,"{""type"":""Point"",""coordinates"":[-20.047450487549547,79.57766161438505]}",1,1
"7441","0_0000add87b927c396af5",-18.7605075836182,93,1,26920.0670476,1,0,92,"{""type"":""Point"",""coordinates"":[-20.04992618071173,79.57654013379074]}",-1,-1
"7443","0_0000a296c98d6bd81d84",-15.9690227508545,293,2,26941.9608091,2,0,93,"{""type"":""Point"",""coordinates"":[-20.047709432163472,79.57530062648706]}",1,2
"7438","0_0000225daefab06abea5",-19.6877174377441,95,1,26920.0670476,1,0,94,"{""type"":""Point"",""coordinates"":[-20.05424457625479,79.57424350956833]}",-1,-1
"7532","0_00000fd62feeac3b9ae3",-21.9201965332031,96,1,26920.0670476,1,0,95,"{""type"":""Point"",""coordinates"":[-20.056403062769704,79.57309517348993]}",-1,-1
"7555","0_0000bc5bfcd365779a6b",-21.3264350891113,97,1,26920.0670476,1,0,96,"{""type"":""Point"",""coordinates"":[-20.058561075313616,79.57194682143965]}",-1,-1
"7553","0_0000a4ad89830e02bcd0",-22.450065612793,98,1,26920.0670476,1,0,97,"{""type"":""Point"",""coordinates"":[-20.060803037146954,79.57084066085096]}",-1,-1
"7548","0_000069abfbfc5b220394",-23.1423435211182,99,1,26920.0670476,1,0,98,"{""type"":""Point"",""coordinates"":[-20.063191260606224,79.56967686165535]}",-1,-1
"7552","0_000023c82c3ef4a0406f",-22.6859970092773,100,1,26920.0670476,1,0,99,"{""type"":""Point"",""coordinates"":[-20.06534782302026,79.5685284595754]}",-1,-1
"7551","0_0000cce241a8fc4bbe7b",-22.3387393951416,101,1,26920.0670476,1,0,100,"{""type"":""Point"",""coordinates"":[-20.067503912067128,79.56738004154292]}",-1,-1
"6126","0_000076592656a3610998",-22.6343383789062,102,1,26920.0670476,1,0,101,"{""type"":""Point"",""coordinates"":[-20.069743950224918,79.56627381275118]}",-1,-1
"6125","0_00003e9f0fdd61efdc46",-21.5669441223145,103,1,26920.0670476,1,0,102,"{""type"":""Point"",""coordinates"":[-20.071899092413567,79.5651253622893]}",-1,-1
"6124","0_00009e896a4850b26a3a",-21.8870391845703,104,1,26920.0670476,1,0,103,"{""type"":""Point"",""coordinates"":[-20.074053761682055,79.56397689588903]}",-1,-1
"6119","0_000060956b3729e93e3a",-22.4866561889648,105,1,26920.0670476,1,0,104,"{""type"":""Point"",""coordinates"":[-20.07620795817993,79.56282841355514]}",-1,-1
"6120","0_0000f6bbbff3d65744c0",-19.6767768859863,106,1,26920.0670476,1,0,105,"{""type"":""Point"",""coordinates"":[-20.07859264143818,79.56166448916396]}",-1,-1
"6123","0_0000068be2604ed93e27",-22.4572792053223,107,1,26920.0670476,1,0,106,"{""type"":""Point"",""coordinates"":[-20.0808302852674,79.56055817578716]}",-1,-1
"6105","0_0000570993ca658b1580",-20.9293727874756,108,1,26920.0670476,1,0,107,"{""type"":""Point"",""coordinates"":[-20.082983035267166,79.55940964354154]}",-1,-1
"6104","0_000085cb92d415d5d00e",-23.0527877807617,109,1,26920.0670476,1,0,108,"{""type"":""Point"",""coordinates"":[-20.08513531309823,79.55826109538143]}",-1,-1
"487","0_000059ee014e75f35175",-21.4275283813477,110,1,26920.0670476,1,0,109,"{""type"":""Point"",""coordinates"":[-20.087287118909845,79.55711253131157]}",-1,-1
"488","0_00003e952d9df7baa9e3",-24.5454368591309,111,1,26920.0670476,1,0,110,"{""type"":""Point"",""coordinates"":[-20.089522872115648,79.5560061515724]}",-1,-1
"492","0_0000981ce3bb4c541bf0",-21.2270965576172,112,1,26920.0670476,1,0,111,"{""type"":""Point"",""coordinates"":[-20.091673733744322,79.55485755515937]}",-1,-1
"494","0_000011633a1cb9135238",-21.7744312286377,113,1,26920.0670476,1,0,112,"{""type"":""Point"",""coordinates"":[-20.094054884701496,79.5536935052279]}",-1,-1
"508","0_0000930366c6d16e48ed",-19.4567794799805,114,1,26920.0670476,1,0,113,"{""type"":""Point"",""coordinates"":[-20.096204774868863,79.55254487542962]}",-1,-1
"504","0_000021558164663233bf",-20.7633056640625,115,1,26920.0670476,1,0,114,"{""type"":""Point"",""coordinates"":[-20.09835419376642,79.55139622974545]}",-1,-1
"502","0_0000763b7ea537dfb79a",-24.9827136993408,116,1,26920.0670476,1,0,115,"{""type"":""Point"",""coordinates"":[-20.100587559313777,79.550289765642]}",-1,-1
"501","0_00007c8d88237a2c5e6c",-21.0463943481445,117,1,26920.0670476,1,0,116,"{""type"":""Point"",""coordinates"":[-20.10273603551645,79.5491410876627]}",-1,-1
"497","0_000048d8e88baea27045",-19.3544731140137,118,1,26920.0670476,1,0,117,"{""type"":""Point"",""coordinates"":[-20.10488404089382,79.54799239381158]}",-1,-1
"495","0_00001f219924085074b4",-21.0214538574219,119,1,26920.0670476,1,0,118,"{""type"":""Point"",""coordinates"":[-20.107262165942306,79.54682823665223]}",-1,-1
"575","0_000087eaf463c6178aad",-22.4224834442139,120,1,26920.0670476,1,0,119,"{""type"":""Point"",""coordinates"":[-20.109493618524457,79.54572170470209]}",-1,-1
"576","0_00001361f99b73e9cc50",-21.2571411132812,121,1,26920.0670476,1,0,120,"{""type"":""Point"",""coordinates"":[-20.11164018328936,79.54457296113044]}",-1,-1
"577","0_00007a874a9beb66a787",-20.0607566833496,122,1,26920.0670476,1,0,121,"{""type"":""Point"",""coordinates"":[-20.11378627782773,79.54342420170606]}",-1,-1
"578","0_000024ab771b22e0330c",-18.4673881530762,322,2,26941.9608091,2,0,122,"{""type"":""Point"",""coordinates"":[-20.11179946400989,79.54216965988701]}",1,0
"587","0_000032fd94337250d5b8",-20.134407043457,124,1,26920.0670476,1,0,123,"{""type"":""Point"",""coordinates"":[-20.118161471878988,79.54116882837279]}",-1,-1
"590","0_00006e073caf4bf960bd",-22.1197719573975,125,1,26920.0670476,1,0,124,"{""type"":""Point"",""coordinates"":[-20.120306156010116,79.54002002088156]}",-1,-1
"667","0_0000a8ab8900341309f6",-24.2431602478027,126,1,26920.0670476,1,0,125,"{""type"":""Point"",""coordinates"":[-20.122680762938213,79.53885573865443]}",-1,-1
"665","0_000066717836b26701db",-19.4742488861084,127,1,26920.0670476,1,0,126,"{""type"":""Point"",""coordinates"":[-20.124824479566456,79.53770689790599]}",-1,-1
"666","0_00009dfbbf4be543c2b5",-20.9790134429932,128,1,26920.0670476,1,0,127,"{""type"":""Point"",""coordinates"":[-20.12696772686239,79.53655804133327]}",-1,-1
"660","0_00003acb60e05ee25f38",-21.9013862609863,129,1,26920.0670476,1,0,128,"{""type"":""Point"",""coordinates"":[-20.129194918403257,79.5354513592265]}",-1,-1
"591","0_000031a89e12a6a04a9a",-22.2202262878418,130,1,26920.0670476,1,0,129,"{""type"":""Point"",""coordinates"":[-20.13133722685036,79.53430247048274]}",-1,-1
"593","0_0000cced477048117f3c",-22.5327301025391,131,1,26920.0670476,1,0,130,"{""type"":""Point"",""coordinates"":[-20.13347906640735,79.53315356592863]}",-1,-1
"616","0_00006ac3dcecf494ca9b",-20.7073249816895,132,1,26920.0670476,1,0,131,"{""type"":""Point"",""coordinates"":[-20.13562043722216,79.53200464556893]}",-1,-1
"594","0_00003edd6ee7b24a249b",-21.5087394714355,133,1,26920.0670476,1,0,132,"{""type"":""Point"",""coordinates"":[-20.138075945842072,79.53088242717958]}",-1,-1
"595","0_000026d975e0405a74ee",-23.3893184661865,134,1,26920.0670476,1,0,133,"{""type"":""Point"",""coordinates"":[-20.140216350641854,79.52973347309505]}",-1,-1
"597","0_0000bfc2b650af8b7547",-20.1660423278809,135,1,26920.0670476,1,0,134,"{""type"":""Point"",""coordinates"":[-20.142356287147177,79.52858450321918]}",-1,-1
"1111","0_000087231b9b14d4a3a9",-19.3332748413086,136,1,26920.0670476,1,0,135,"{""type"":""Point"",""coordinates"":[-20.14449575550576,79.52743551755671]}",-1,-1
"1110","0_000009d2cdd21108d53a",-20.6538105010986,137,1,26920.0670476,1,0,136,"{""type"":""Point"",""coordinates"":[-20.146634755865225,79.52628651611224]}",-1,-1
"1107","0_0000f540d8c0d59b0db6",-20.2475910186768,138,1,26920.0670476,1,0,137,"{""type"":""Point"",""coordinates"":[-20.1488576982295,79.52517968424037]}",-1,-1
"1087","0_0000b8dbf2f8137430ef",-22.9319286346436,139,1,26920.0670476,1,0,138,"{""type"":""Point"",""coordinates"":[-20.15122578739327,79.52401517059153]}",-1,-1
"1088","0_0000a40c75ba06c5f37c",-21.5125885009766,140,1,26920.0670476,1,0,139,"{""type"":""Point"",""coordinates"":[-20.153363355691575,79.52286611970395]}",-1,-1
"1089","0_000057dbc4a6597ca9b3",-22.4514999389648,141,1,26920.0670476,1,0,140,"{""type"":""Point"",""coordinates"":[-20.155500456585017,79.52171705305331]}",-1,-1
"1086","0_00007c69004f8ca86df9",-21.1129722595215,142,1,26920.0670476,1,0,141,"{""type"":""Point"",""coordinates"":[-20.15772149895458,79.52061015376556]}",-1,-1
"1085","0_00002d5a93c6d8673a5c",-22.3417854309082,143,1,26920.0670476,1,0,142,"{""type"":""Point"",""coordinates"":[-20.15985766482537,79.51946105506723]}",-1,-1
"1078","0_000072c96c6f51cdc38a",-22.0222129821777,144,1,26920.0670476,1,0,143,"{""type"":""Point"",""coordinates"":[-20.16199336373119,79.51831194061977]}",-1,-1
"1079","0_0000b8c7e87d169cda7c",-22.9410972595215,145,1,26920.0670476,1,0,144,"{""type"":""Point"",""coordinates"":[-20.164128595819193,79.51716281042775]}",-1,-1
"1077","0_0000942cd7cedba8eeda",-19.8397121429443,146,1,26920.0670476,1,0,145,"{""type"":""Point"",""coordinates"":[-20.166493188391392,79.5159981730299]}",-1,-1
"1075","0_00009fc6fd044625174a",-21.7893333435059,147,1,26920.0670476,1,0,146,"{""type"":""Point"",""coordinates"":[-20.16871186594204,79.51489119013473]}",-1,-1
"1074","0_00009bb4481611359dcc",-20.8795032501221,148,1,26920.0670476,1,0,147,"{""type"":""Point"",""coordinates"":[-20.170845669543308,79.51374201061553]}",-1,-1
"1112","0_00004aced01017cad747",-18.7749195098877,149,1,26920.0670476,1,0,148,"{""type"":""Point"",""coordinates"":[-20.172979006919096,79.5125928153708]}",-1,-1
"1177","0_0000b5dc99263fbad6e7",-20.5192756652832,150,1,26920.0670476,1,0,149,"{""type"":""Point"",""coordinates"":[-20.175111878216317,79.51144360440506]}",-1,-1
"1173","0_000099bb9ff3da3ab3f7",-21.2437515258789,151,1,26920.0670476,1,0,150,"{""type"":""Point"",""coordinates"":[-20.177328688500573,79.5103365559169]}",-1,-1
"1172","0_0000c803bfd84b50a37b",-23.0448589324951,152,1,26920.0670476,1,0,151,"{""type"":""Point"",""coordinates"":[-20.179460627408048,79.50918731298808]}",-1,-1
"1170","0_00009686e8819019086d",-21.7484130859375,153,1,26920.0670476,1,0,152,"{""type"":""Point"",""coordinates"":[-20.181821731077616,79.50802255149502]}",-1,-1
"1169","0_00004d5db95b648519df",-22.1052627563477,154,1,26920.0670476,1,0,153,"{""type"":""Point"",""coordinates"":[-20.183952710637392,79.5068732755725]}",-1,-1
"1130","0_0000e629fc01ba5907ff",-23.6670818328857,155,1,26920.0670476,1,0,154,"{""type"":""Point"",""coordinates"":[-20.18608322485632,79.50572398395246]}",-1,-1
"1128","0_000034dcd3b9de10e85d",-20.7587642669678,156,1,26920.0670476,1,0,155,"{""type"":""Point"",""coordinates"":[-20.188297676887164,79.50461685207387]}",-1,-1
"1127","0_0000170e39a3f693ce8f",-22.0246467590332,157,1,26920.0670476,1,0,156,"{""type"":""Point"",""coordinates"":[-20.190427260180876,79.503467528538]}",-1,-1
